,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
13,I Can See Clearly Now,The Best Of,Johnny Nash,1996-05-04,166933,58,0.658,0.518,0.658,0.468,8.68e-05,0.066,-13.19,0.0493,124.227,4
14,Let It Be - Remastered 2009,Let It Be (Remastered),The Beatles,1970-05-08,243026,79,0.443,0.631,0.443,0.403,0.0,0.111,-8.339,0.0322,143.462,4
15,Cecilia,Bridge Over Troubled Water,Simon & Garfunkel,1970-01-26,174826,75,0.755,0.357,0.755,0.876,5.17e-06,0.22,-8.867,0.0362,102.762,4
16,American Pie,American Pie,Don McLean,1971,516893,77,0.531,0.699,0.531,0.481,0.0,0.0842,-11.709,0.06,138.45,4
17,Moondance - 2013 Remaster,Moondance (Deluxe Edition),Van Morrison,1970-02,274040,72,0.606,0.501,0.606,0.282,8.3e-06,0.152,-12.207,0.0339,67.409,4
18,Pink Moon,Pink Moon,Nick Drake,1972-02-25,123333,69,0.638,0.819,0.638,0.256,0.0707,0.145,-15.68,0.0492,82.479,4
19,He Ain't Heavy He's My Brother - 1998 Remaster,Confessions of the Mind (Expanded Edition),The Hollies,1970-11-01,262266,64,0.304,0.46,0.304,0.421,4.03e-05,0.163,-7.769,0.0293,75.928,4
20,Da Ya Think I'm Sexy?,Blondes Have More Fun,Rod Stewart,1978-11-24,331333,70,0.715,0.0143,0.715,0.689,0.000192,0.111,-8.065,0.029,111.504,4
21,Easy,Commodores,Commodores,1977-01-01,256426,77,0.589,0.112,0.589,0.384,2.8e-05,0.0596,-15.075,0.0332,132.909,4
22,Cry Baby,The Essential Janis Joplin,Janis Joplin,2003-01-14,237400,0,0.488,0.491,0.488,0.418,0.000282,0.051,-9.676,0.0313,83.975,3
23,"Gypsys, Tramps & Thieves","Gypsys, Tramps & Thieves",Cher,1971-01-01,158000,57,0.476,0.211,0.476,0.677,0.0,0.0601,-11.175,0.0365,170.879,4
24,The Boxer,Bridge Over Troubled Water,Simon & Garfunkel,1970-01-26,308520,73,0.439,0.702,0.439,0.488,0.000339,0.16,-14.464,0.0615,93.017,4
25,Love Really Hurts Without You,Billy Ocean (Expanded Edition),Billy Ocean,1976-01-05,179013,71,0.518,0.00221,0.518,0.907,1.15e-05,0.0838,-3.732,0.0343,140.982,4
26,Into the Mystic - 2013 Remaster,Moondance,Van Morrison,1970-02,205613,74,0.608,0.367,0.608,0.524,0.00254,0.115,-10.266,0.0309,86.204,4
27,Riders on the Storm,L.A. Woman,The Doors,1971-04-19,434720,75,0.549,0.25,0.549,0.722,0.0138,0.11,-11.729,0.0283,103.885,4
28,"Yes Sir, I Can Boogie",The Collection & Tracklisting,Baccara,1993-06-14,273866,65,0.454,0.127,0.454,0.769,3.29e-06,0.175,-7.653,0.0815,122.536,4
29,I Don't Want to Talk About It - 2008 Remaster,Atlantic Crossing,Rod Stewart,1975,288266,70,0.472,0.872,0.472,0.373,0.206,0.147,-12.98,0.0262,135.193,4
30,Brick House,Commodores,Commodores,1977-01-01,208893,67,0.831,0.0731,0.831,0.782,0.0171,0.032,-10.48,0.0595,107.877,4
31,Stumblin' In - 2017 Remaster,If You Knew Suzi… (2017 Remaster),Suzi Quatro,1978-08-12,239529,62,0.761,0.126,0.761,0.723,0.000292,0.345,-10.549,0.0313,129.269,4
32,Bridge Over Troubled Water,Bridge Over Troubled Water,Simon & Garfunkel,1970-01-26,293120,73,0.149,0.822,0.149,0.206,0.000649,0.115,-13.888,0.0323,79.764,4
33,I Love to Love,I Love To Love - The Best Of,Tina Charles,1997-06-06,183693,60,0.677,0.143,0.677,0.703,6.96e-05,0.514,-9.344,0.0344,99.419,4
34,Grease - 2007 Remaster,Frankie Valli...Is The Word,Frankie Valli,1978,207306,66,0.82,0.156,0.82,0.464,0.0,0.101,-8.45,0.0481,109.374,4
35,Love Train,Back Stabbers,The O'Jays,1972,178400,70,0.744,0.186,0.744,0.568,1.18e-05,0.163,-9.629,0.0494,122.657,4
36,Knockin' On Heaven's Door,Pat Garrett & Billy The Kid [Soundtrack From The Motion Picture) (Remastered],Bob Dylan,1973-07-13,149880,75,0.513,0.251,0.513,0.396,0.177,0.11,-13.061,0.0299,140.208,4
37,Sailing - 2008 Remaster,Some Guys Have All the Luck,Rod Stewart,2008-11-16,278600,56,0.434,0.325,0.434,0.315,0.134,0.131,-13.763,0.0298,128.751,4
38,Ain't No Sunshine,Just As I Am,Bill Withers,1971-05-01,125093,78,0.479,0.457,0.479,0.416,1.72e-05,0.118,-11.451,0.124,79.593,4
39,Dancing In The Moonlight,Dancing In The Moonlight,King Harvest,1973-01-01,178045,58,0.653,0.684,0.653,0.719,0.0,0.408,-5.262,0.0363,136.153,4
40,Mamma Mia,Abba,ABBA,1975,213266,73,0.749,0.295,0.749,0.748,0.000443,0.469,-7.011,0.0323,137.547,4
41,Listen to the Music,Toulouse Street,The Doobie Brothers,1972,227266,78,0.645,0.221,0.645,0.598,3.53e-06,0.0721,-13.18,0.0335,105.929,4
42,Give A Little Bit,Even In The Quietest Moments,Supertramp,1977-01-01,248173,76,0.531,0.0694,0.531,0.818,0.0096,0.263,-5.358,0.0452,90.767,4
43,Heart of Gold - 2009 Remaster,Harvest (2009 Remaster),Neil Young,1972-02-14,187013,74,0.541,0.189,0.541,0.459,0.0274,0.099,-10.433,0.0297,171.165,4
44,Disco Inferno - Single Edit,Rhino Hi-Five: The Trammps,The Trammps,2005-09-20,191573,66,0.766,0.0261,0.766,0.844,0.605,0.18,-3.851,0.0361,129.323,4
45,Maggie May - Remastered Version,Some Guys Have All the Luck,Rod Stewart,2008-11-16,345680,47,0.62,0.717,0.62,0.559,0.433,0.133,-10.568,0.0369,129.401,4
46,Lovely Day,Menagerie,Bill Withers,1977-10-29,254560,76,0.69,0.292,0.69,0.651,0.00241,0.105,-8.267,0.0324,97.918,4
47,Baker Street,City to City,Gerry Rafferty,1978,365626,70,0.497,0.0929,0.497,0.349,0.028,0.259,-14.0,0.0297,113.762,4
48,When You're In Love With A Beautiful Woman,Pleasure & Pain,Dr. Hook,1978,178826,63,0.679,0.405,0.679,0.728,0.00261,0.0506,-9.539,0.0378,109.623,4
49,Escape (The Pina Colada Song),Partners In Crime,Rupert Holmes,1979-01-01,276493,76,0.836,0.467,0.836,0.509,4.1e-06,0.0436,-13.668,0.0548,138.714,4
50,Surrender,Heaven Tonight,Cheap Trick,1978-04,253733,71,0.524,0.00717,0.524,0.955,8.77e-06,0.659,-7.081,0.0411,133.849,4
51,Imagine - Remastered 2010,Imagine,John Lennon,1971-09-09,187866,78,0.547,0.907,0.547,0.257,0.183,0.0935,-12.358,0.0252,75.752,4
52,Born to Run,Born To Run,Bruce Springsteen,1975-08-25,269920,75,0.27,0.00501,0.27,0.944,2.05e-05,0.116,-4.199,0.0975,146.347,4
53,Best of My Love,Rejoice,The Emotions,1977-06-10,220560,68,0.784,0.447,0.784,0.713,0.14,0.0904,-6.865,0.0339,115.443,4
54,Walk On the Wild Side,Transformer,Lou Reed,1972-12-01,254173,76,0.575,0.683,0.575,0.318,0.000202,0.0934,-16.729,0.109,104.522,4
55,Lean on Me,Still Bill,Bill Withers,1972-05-01,258834,72,0.619,0.782,0.619,0.22,1.19e-05,0.124,-13.843,0.0667,75.16,4
56,My Sweet Lord - 2014 Mix,All Things Must Pass (Remastered),George Harrison,1970-11-27,281226,77,0.537,0.0972,0.537,0.701,0.0,0.0832,-8.913,0.0335,120.919,4
57,Piano Man,Piano Man (Legacy Edition),Billy Joel,1973-11-07,339000,77,0.331,0.605,0.331,0.55,3.96e-06,0.192,-6.483,0.0272,177.734,3
58,You Sexy Thing,Hot Chocolate,Hot Chocolate,1975,244920,73,0.791,0.522,0.791,0.734,0.00165,0.167,-5.464,0.0629,105.854,4
59,Have You Ever Seen The Rain,Pendulum (40th Anniversary Edition),Creedence Clearwater Revival,1970-12-07,160133,79,0.741,0.0664,0.741,0.697,2.28e-05,0.133,-7.028,0.0277,116.109,4
60,Tiny Dancer,Madman Across The Water,Elton John,1971-11-05,377093,80,0.414,0.382,0.414,0.428,0.000243,0.148,-11.097,0.0278,145.075,4
61,La Grange - 2005 Remaster,Tres Hombres (Expanded 2006 Remaster),ZZ Top,1973-07-26,230480,76,0.545,0.00249,0.545,0.64,0.0304,0.196,-9.937,0.224,80.544,4
62,More Than a Feeling,Boston,Boston,1976,285133,80,0.377,0.000894,0.377,0.682,0.00217,0.0504,-8.039,0.0299,108.736,4
63,Layla - 40th Anniversary Version / 2010 Remastered,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),Derek & The Dominos,1970-11-01,423840,76,0.404,0.577,0.404,0.902,0.297,0.287,-3.88,0.0665,115.669,4
64,Long Train Runnin',The Captain and Me,The Doobie Brothers,1973,207266,74,0.575,0.0916,0.575,0.912,0.00211,0.0562,-7.275,0.0393,117.399,4
65,Carry on Wayward Son,The Essential Kansas,Kansas,2010,322093,65,0.452,0.00283,0.452,0.788,0.000116,0.441,-5.712,0.0326,126.739,4
66,Jet Airliner,Greatest Hits 1974-78,Steve Miller Band,1978-01-01,215666,68,0.574,0.0737,0.574,0.664,0.0,0.22,-11.5,0.0346,122.956,4
67,Go Your Own Way - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,223613,76,0.583,0.0185,0.583,0.947,0.00109,0.0679,-5.12,0.0378,135.448,4
68,I Was Made For Lovin' You,Dynasty,KISS,1979-03-23,271240,80,0.768,0.214,0.768,0.852,7.36e-05,0.0723,-6.215,0.038,128.373,4
69,Lola - Coca Cola Version,"Lola Versus Powerman and the Moneygoround, Pt. One",The Kinks,1970-11-27,241040,71,0.474,0.582,0.474,0.917,0.231,0.201,-4.19,0.0395,152.113,4
70,Breakfast In America - Remastered,Breakfast In America (Deluxe Edition),Supertramp,1979-03-29,159346,71,0.532,0.425,0.532,0.663,1.07e-06,0.0734,-5.886,0.0292,75.14,4
71,All Right Now,Songs Of Yesterday,Free,2000-01-01,208933,56,0.75,0.00872,0.75,0.506,0.0,0.123,-12.812,0.304,121.765,4
72,I Shot The Sheriff,461 Ocean Blvd. (Deluxe Edition),Eric Clapton,1974-07-01,263746,66,0.73,0.0853,0.73,0.639,0.00221,0.102,-11.025,0.0524,94.395,4
73,Sultans Of Swing,Dire Straits,Dire Straits,1978-10-07,348400,81,0.733,0.0614,0.733,0.794,0.0367,0.33,-10.023,0.0307,148.174,4
74,Don't Bring Me Down,Discovery,Electric Light Orchestra,1979-05-31,243373,73,0.638,0.144,0.638,0.867,0.000733,0.0846,-6.469,0.0331,115.692,4
75,The Joker,Greatest Hits 1974-78,Steve Miller Band,1978-01-01,217800,65,0.417,0.454,0.417,0.339,2.26e-05,0.135,-13.487,0.0819,165.451,4
76,Dust in the Wind,Point Of Know Return,Kansas,1977,206266,78,0.475,0.367,0.475,0.322,0.00056,0.11,-10.687,0.0283,93.503,4
77,A Song for You,Donny Hathaway,Donny Hathaway,1971,325946,64,0.315,0.822,0.315,0.22,0.000211,0.245,-13.156,0.037,88.045,4
78,The Logical Song - Remastered 2010,Breakfast In America (Deluxe Edition),Supertramp,1979-03-29,251253,74,0.625,0.512,0.625,0.758,0.00022,0.153,-6.213,0.0463,119.719,4
79,Take It Easy - 2013 Remaster,Eagles (2013 Remaster),Eagles,1972,211577,78,0.575,0.343,0.575,0.67,4.95e-06,0.129,-10.39,0.0318,139.191,4
80,Solsbury Hill,Peter Gabriel 1: Car (Remastered),Peter Gabriel,1977,261560,70,0.678,0.355,0.678,0.631,0.000268,0.376,-8.624,0.0301,102.378,1
81,We Don't Talk Anymore - 2001 Remaster,Rock 'n' Roll Juvenile,Cliff Richard,1979,257160,59,0.746,0.0014,0.746,0.703,0.00414,0.066,-7.853,0.0291,111.569,4
82,How Deep Is Your Love,Greatest,Bee Gees,1979-01-01,245200,78,0.633,0.105,0.633,0.357,0.0,0.133,-9.366,0.0264,104.938,4
83,Fly Like An Eagle,Fly Like An Eagle,Steve Miller Band,1976-01-01,282693,71,0.561,0.61,0.561,0.754,0.0194,0.328,-12.769,0.112,100.08,4
84,Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,257800,82,0.828,0.0644,0.828,0.492,0.00428,0.128,-9.744,0.0276,120.151,4
85,Rock with You - Single Version,Off the Wall,Michael Jackson,1979-08-10,220626,74,0.808,0.179,0.808,0.535,9.91e-05,0.158,-12.521,0.0353,114.031,4
86,You're The One That I Want - From “Grease”,Grease (The Original Motion Picture Soundtrack),Various Artists,1978-04-04,169840,76,0.758,0.281,0.758,0.612,0.00288,0.0954,-11.403,0.0598,106.945,4
87,Bright Eyes,Fate For Breakfast,Art Garfunkel,1979-03-15,238600,61,0.38,0.745,0.38,0.21,0.45,0.0829,-15.603,0.0319,112.51,4
88,One of These Nights - 2013 Remaster,One of These Nights (2013 Remaster),Eagles,1975,291685,71,0.655,0.0603,0.655,0.606,0.0789,0.0757,-10.385,0.0285,110.061,4
89,I'd Love You to Want Me,Of A Simple Man,Lobo,1972,247640,66,0.431,0.122,0.431,0.543,0.000123,0.0598,-9.96,0.0394,77.507,4
90,Vincent,American Pie,Don McLean,1971,243493,70,0.419,0.908,0.419,0.085,5.33e-06,0.34,-19.387,0.0362,91.509,3
91,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Greatest,Bee Gees,1979-01-01,197213,73,0.632,0.163,0.632,0.683,0.00013,0.847,-6.434,0.0383,105.955,4
92,The Joker,The Joker,Steve Miller Band,1973-01-01,264503,78,0.596,0.365,0.596,0.448,5.3e-06,0.206,-9.616,0.0396,83.293,4
93,The Chain - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,270213,81,0.545,0.009,0.545,0.67,0.000822,0.0451,-8.81,0.0496,151.553,4
94,She's Out of My Life - Single Version,Off the Wall,Michael Jackson,1979-08-10,218266,58,0.293,0.962,0.293,0.0348,0.000212,0.105,-23.92,0.0414,130.959,4
95,Summer Nights - From “Grease”,Grease (The Original Motion Picture Soundtrack),Various Artists,1978-04-04,216906,71,0.747,0.62,0.747,0.663,5.24e-05,0.0861,-9.415,0.0545,124.336,4
96,Silly Love Songs - Remastered 2014,Wings At The Speed Of Sound (Archive Collection),Wings,1976-03-25,354240,65,0.742,0.134,0.742,0.471,0.0903,0.284,-10.767,0.0326,124.95,4
97,Low Rider,Why Can't We Be Friends?,War,1975-01-01,190826,65,0.812,0.0877,0.812,0.644,0.785,0.0563,-10.761,0.0493,140.075,4
98,Do It Again,Can't Buy A Thrill,Steely Dan,1972-01-01,356733,71,0.682,0.218,0.682,0.537,3.07e-05,0.0556,-10.254,0.0323,124.574,4
99,This Will Be (An Everlasting Love),Inseparable,Natalie Cole,1975-01-01,171960,72,0.685,0.228,0.685,0.623,0.00234,0.0295,-11.146,0.042,126.739,4
